time	[Ac]	[Glcxt]	[O2]	[X]	[dummy_S]	dummy_EX_Ac	dummy_EX_Glcxt	dummy_EX_O2	dummy_EX_X	fba__v1	fba__v2	fba__v3	fba__v4	fba__vGlcxt	fba__vO2	update__update_Ac	update__update_Glcxt	update__update_O2	update__update_X	EX_Ac	EX_Glcxt	EX_O2	EX_X	Y	bounds__Km_vGlcxt	bounds__Vmax_vGlcxt	bounds__lb_default	bounds__ub_default	bounds__zero	dt	fba__lb_default	fba__ub_default	fba__ub_vO2	fba__zero	lb_EX_Ac	lb_EX_Glcxt	lb_EX_O2	lb_EX_X	ub_EX_Ac	ub_EX_Glcxt	ub_EX_O2	ub_EX_X	ub_vGlcxt
0.62	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.63	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.64	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.65	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.66	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.67	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.68	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.69	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.7	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.71	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.72	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.73	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.74	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.75	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.76	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.77	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.78	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.79	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.8	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.81	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.82	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.83	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.84	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.85	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.86	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.87	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.88	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.89	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.9	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.91	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.92	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.93	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.94	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.95	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.96	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.97	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.98	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
0.99	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.0	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.01	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.02	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.03	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.04	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.05	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.06	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.07	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.08	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.09	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.1	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.11	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.12	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.13	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.14	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.15	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.16	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.17	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.18	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.19	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.2	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.21	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.22	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.23	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.24	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.25	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.26	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.27	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.28	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.29	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
1.3	0.0	0.0	0.0	0.772947470037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.772947470037	0.015	10.0	-1000.0	1000.0	0.0	0.01	-1000.0	1000.0	15.0	0.0	0.0	0.0	0.0	-77.2947470037	1000.0	1000.0	1000.0	1000.0	0.0
